0	-19.47062
8.71274E-4	-19.47055
0.00174	-19.47035
0.00261	-19.47002
0.00349	-19.46954
0.00436	-19.46893
0.00523	-19.46816
0.0061	-19.46725
0.00697	-19.46618
0.00784	-19.46495
0.00871	-19.46354
0.00958	-19.46195
0.01046	-19.46018
0.01133	-19.4582
0.0122	-19.45601
0.01307	-19.45361
0.01394	-19.45097
0.01481	-19.44808
0.01568	-19.44495
0.01655	-19.44154
0.01743	-19.43786
0.0183	-19.4339
0.01917	-19.42963
0.02004	-19.42506
0.02091	-19.42018
0.02178	-19.41497
0.02265	-19.40944
0.02352	-19.40356
0.0244	-19.39735
0.02527	-19.39078
0.02614	-19.38387
0.02701	-19.37661
0.02788	-19.36899
0.02875	-19.36101
0.02962	-19.35268
0.03049	-19.34399
0.03137	-19.33494
0.03224	-19.32553
0.03311	-19.31577
0.03398	-19.30565
0.03485	-19.29519
0.03572	-19.28437
0.03659	-19.2732
0.03746	-19.26169
0.03834	-19.24984
0.03921	-19.23764
0.04008	-19.22511
0.04095	-19.21224
0.04182	-19.19904
0.04269	-19.18551
0.04356	-19.17165
0.04443	-19.15747
0.04531	-19.14296
0.04618	-19.12813
0.04705	-19.11299
0.04792	-19.09753
0.04879	-19.08175
0.04966	-19.06566
0.05053	-19.04926
0.05141	-19.03256
0.05228	-19.01554
0.05315	-18.99822
0.05402	-18.9806
0.05489	-18.96267
0.05576	-18.94444
0.05663	-18.92591
0.0575	-18.90709
0.05838	-18.88796
0.05925	-18.86854
0.06012	-18.84883
0.06099	-18.82882
0.06186	-18.80851
0.06273	-18.78792
0.0636	-18.76703
0.06447	-18.74585
0.06535	-18.72438
0.06622	-18.70262
0.06709	-18.68058
0.06796	-18.65824
0.06883	-18.63562
0.0697	-18.61271
0.07057	-18.58951
0.07144	-18.56603
0.07232	-18.54227
0.07319	-18.51821
0.07406	-18.49388
0.07493	-18.46926
0.0758	-18.44436
0.07667	-18.41917
0.07754	-18.3937
0.07841	-18.36795
0.07929	-18.34192
0.08016	-18.31561
0.08103	-18.28902
0.0819	-18.26215
0.08277	-18.235
0.08364	-18.20757
0.08451	-18.17986
0.08538	-18.15188
0.08626	-18.12361
0.08713	-18.09507
0.088	-18.06626
0.08887	-18.03716
0.08974	-18.00779
0.09061	-17.97815
0.09148	-17.94823
0.09236	-17.91804
0.09323	-17.88757
0.0941	-17.85683
0.09497	-17.82582
0.09584	-17.79454
0.09671	-17.76299
0.09758	-17.73116
0.09845	-17.69907
0.09933	-17.6667
0.1002	-17.63407
0.10107	-17.60116
0.10194	-17.56799
0.10281	-17.53456
0.10368	-17.50085
0.10455	-17.46688
0.10542	-17.43265
0.1063	-17.39815
0.10717	-17.36339
0.10804	-17.32836
0.10891	-17.29307
0.10978	-17.25752
0.11065	-17.22171
0.11152	-17.18564
0.11239	-17.14931
0.11327	-17.11273
0.11414	-17.07588
0.11501	-17.03878
0.11588	-17.00143
0.11675	-16.96382
0.11762	-16.92596
0.11849	-16.88784
0.11936	-16.84948
0.12024	-16.81086
0.12111	-16.772
0.12198	-16.7329
0.12285	-16.69354
0.12372	-16.65395
0.12459	-16.61411
0.12546	-16.57403
0.12633	-16.53371
0.12721	-16.49316
0.12808	-16.45237
0.12895	-16.41136
0.12982	-16.37011
0.13069	-16.32863
0.13156	-16.28693
0.13243	-16.245
0.1333	-16.20285
0.13418	-16.16049
0.13505	-16.11792
0.13592	-16.07513
0.13679	-16.03214
0.13766	-15.98895
0.13853	-15.94555
0.1394	-15.90197
0.14028	-15.85819
0.14115	-15.81423
0.14202	-15.7701
0.14289	-15.72579
0.14376	-15.68133
0.14463	-15.6367
0.1455	-15.59193
0.14637	-15.54702
0.14725	-15.50198
0.14812	-15.45682
0.14899	-15.41157
0.14986	-15.36622
0.15073	-15.3208
0.1516	-15.27532
0.15247	-15.22981
0.15334	-15.18428
0.15422	-15.13877
0.15509	-15.0933
0.15596	-15.0479
0.15683	-15.00262
0.1577	-14.9575
0.15857	-14.91259
0.15944	-14.86796
0.16031	-14.82366
0.16119	-14.77979
0.16206	-14.73645
0.16293	-14.69374
0.1638	-14.6518
0.16467	-14.61081
0.16554	-14.57094
0.16641	-14.53244
0.16728	-14.49557
0.16816	-14.46066
0.16903	-14.42807
0.1699	-14.39825
0.17077	-14.37167
0.17164	-14.34887
0.17251	-14.33037
0.17338	-14.3167
0.17425	-14.30829
0.17513	-14.30545
0.17563	-14.30541
0.17613	-14.30529
